Address,Prisantydning,Fellesgjeld,Omkostninger,Totalpris,Felleskost,Boligtype,Eieform_bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Fasiliteter,Beskrivelse,Eiendomsmegler
"Brinken 16B, 0654 Oslo",3 800 000 kr,130 000 kr,12 620 kr,3 942 620 kr,3 942 620 kr,Leilighet,Aksje,1,50 m²,51 m²,3,1939,F - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""92e338a6-4ac4-4107-84d6-2b41155b2e1a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c90f285b-1639-4911-8fe4-329137ec3c99"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""23b5d54a-504a-4db6-ac56-94db6ae5bbb2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""351f22b3-3caa-49e5-986c-e86e4bc2131f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1627fb62-e5b7-472d-a2c6-10b60d490968"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8a642832-9920-4756-9fcc-8a71c58f0896"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9332fab4-1102-4bb9-bd53-b3f977cf15c0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""4c79f19c-97e2-4e57-92cd-e2fb2e38d434"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2a7c464d-1e65-4ab1-be75-e145c3f7224c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""801e8b99-7c37-4029-b4a4-78f265984b0a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3a12c989-38a5-495d-afb9-b3c80e970eae"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e27baa08-3f6d-400d-8975-52c2ebcc0ed0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ae03b655-36c0-443c-af3b-ffeead1fd620"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ae72de69-bb18-4940-8839-e5e062c888ef"")>]",Romslig og usjenert 2-roms med solrik balkong og flott utsikt - Bad fra 2009 - Separat kjøkken - Mul. rask overtakelse,Krogsveen avd. Løren
"Gladengveien 14B, 0661 Oslo",2 000 000 kr,-1,-1,-1,-1,38 m²,41 m²,1,2,1.,1,Leilighet,-1,-1,Humlehagen|14B102|Stilren og arealeffektiv 2-roms med god intern beliggenhet|Sydvestvendt markterrasse på 6 kvm med liten plen|Sentralt på Ensjø,Røisland & Co Eiendomsmegling AS
"Haugerudveien 86, 0674 Oslo",4 150 000 kr,337 000 kr,8 626 kr,4 495 626 kr,4 495 626 kr,Leilighet,Andel,2,79 m²,82 m²,10,1972,D - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3f237256-5e4c-45e1-8dc9-3c71c80ce331"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""44a4f646-e3ef-400a-a237-38a344c67f8a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""cf756ae8-a741-43b4-9da2-ceb607d9be9a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d03a637d-6fdd-495f-ab35-82d28efb3d12"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1abc8abb-6910-47a8-9cc1-be60e689fc5f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e94d9bef-4a02-45bd-84b6-0ec8fe7dd15c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""cd84d7f2-1445-40bd-99a4-4373c2da123d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9e3a04ad-8dbd-45d1-9921-09a1a0223210"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""17ea2190-e221-4945-ab28-356b43f002a4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0181cdb0-969a-4adb-a0b5-961a53a70755"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""12e43bf2-fe66-404f-aa09-23c13637be28"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fdd655cb-aaf1-4b1e-948a-a1a821c1b9ba"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e37a8871-b669-40d4-9dbc-2b381d2ed679"")>]","Populær 3(4)-roms med sydvestvendt balkong med en fantastisk utsikt mot fjorden|""Alt"" inkl i FK.|Bad 2014|Markanært!",-1
"Normannsgata 34B, 0655 Oslo",10 700 000 kr,276 000 kr,10 976 000 kr,5 276 kr,5 276 kr,Leilighet,Andel,3,97 m²,97 m²,2,1876,G - oransje,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""76106129-6add-4e60-93fd-0c8cf1dcf882"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""caaf95c6-a8cd-4453-a407-14e1ca880dc7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b7e611c5-850f-4c06-b8da-4cfcfab99e5f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7e0e292b-8713-4ecf-bd17-5dcb530f47af"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f86e577e-8836-4148-b5f4-d5262933028a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6c7718d3-a9d8-43bc-8070-ccd9ea1312ff"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f1212e45-65b8-43eb-a26a-9287266f107a"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d26e11ee-d465-4ba6-b904-17ccd4a7f2be"")>]",Stor 4-roms utsiktsleilighet o/2 plan med solrik balkong og takterrasse. Mulighet for utleie. Garasje.,Aktiv Grønland/Bjørvika
"Vålerenggata 4, 0657 Oslo",2 570 000 kr,1 420 000 kr,8 032 kr,3 998 032 kr,3 998 032 kr,Leilighet,Andel,1,46 m²,46 m²,3,2009,D - mørkegrønn,-1,Lys 2-roms hjørneleilighet med vestvendt balkong. Oppvarming/varmtvann inkl. i fellesutgifter. IN-ordning. Heisadkomst.,PrivatMegleren Strømmen
"Nedre Prinsdals vei 61G, 1263 Oslo",2 850 000 kr,147 000 kr,8 060 kr,3 005 060 kr,3 005 060 kr,Leilighet,Andel,2,65 m²,65 m²,2,1986,F - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d1232c41-f963-400e-94d4-8fcf9a8bf554"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""5775d597-0a97-49da-9770-d448d1e290bd"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""40b57cac-5a6f-4011-9537-1bf4137a47e2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""644d8fef-7dab-47db-9b1b-1136563badf8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f7240498-6ffa-4047-aa13-e5f06890b7f9"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ac030f24-8b2e-402b-9d93-63830c399b39"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1c48b6fd-d2f1-4450-915a-3534dcc28b39"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""cc8eee71-9d87-4f63-9748-57a79be81832"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""5c5cda63-d914-46bc-a3c0-7e58c6af8de5"")>]",Attraktiv 3-roms seniorleilighet (55+). Vestvendt balkong. Utebod. Ingen forkjøpsrett. Ingen dok.avgift.,PrivatMegleren Panorama
"Frederik Glads gate 22C, 0482 Oslo",3 300 000 kr,193 132 kr,98 890 kr,3 592 022 kr,3 592 022 kr,Leilighet,Eier (Selveier),1,35 m²,35 m²,4,1936,F - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""42bef3bb-660b-49b3-93eb-4d21531a19f6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1455d3b3-ea80-4844-b043-32afa52da282"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a1f3841f-0346-4a11-8f74-6875590ea75c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3b21765a-3d4d-4c28-9336-66f8501b1328"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""75cea4f6-020a-42b7-a40a-1ba676090ac6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""09f8ad16-4a6c-4107-8f9c-7989ae17c20c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""088ff97d-ae0c-4938-8bec-ba90b01d71ac"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ee9b8fca-d2d9-47ec-9318-9cffabb40c0b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a804d067-31e4-41a3-9429-454d43533258"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""723783a6-4b4b-4a49-af1c-46a54d0a98e9"")>]","Pen 2-roms selveier med nytt kjøkken, bad fra -15 og god planløsn. Varmtvann og fyring inkl. IN-ordning. Utleieobjekt?",PrivatMegleren Dyve & Partnere
"Klostergata 3A, 0656 Oslo",4 800 000 kr,8 582 kr,4 808 582 kr,2 594 kr,2 594 kr,Leilighet,Andel,1,57 m²,57 m²,3,1903,F - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""10e2c849-9432-4bcb-a330-2a6a30840fcc"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0f4b8cd9-20ea-421f-aa5c-c23eea70596c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""58078fbe-ea93-49c9-b153-26f79a0f5210"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7aaec890-1b77-4c90-904d-f435603f9b00"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b132b57b-623d-4c77-9835-aa9bf7ecf843"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""821f17ef-9ed3-4fb1-a9ed-bf05fafb2a0e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ec8ca559-1ca2-43ec-a6f0-9ca1ebcbc31c"")>]",Klassisk & sjarmerende 2-roms m/ solrik balkong i Gamlebyen | Rosett & stukkatur | Lave bo-kostnader - v.v ink| Peis,Krogsveen avd. Gamle Oslo
"Stensgata 40, 0451 Oslo",4 750 000 kr,7 494 kr,4 757 494 kr,2 872 kr,2 872 kr,Leilighet,Aksje,2,50 m²,50 m²,1,1933,G - mørkegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""25596338-bb36-4f03-8d5d-b9aba1eaa599"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e95316cd-bfc2-4167-86d4-09f826c5361b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fec1963c-0831-4679-ab56-988b01f34f67"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b9b296ce-0566-4b92-88c4-451248a9765c"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""58146918-8a7e-4f25-a977-fc9a60d89533"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f6dab467-54ee-410a-a616-1adde1aff201"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""9e5977ba-ae94-46f4-a862-eafe7e670d75"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""96448835-80f4-4960-b01d-7415a1039ae2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6f020dd6-1382-42be-adac-0644a6b1e17b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""97b29eab-0140-4f16-bfac-358b25da5ccb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""e46be357-a9df-4d51-a04c-78e10a2132b6"")>]",ADAMSTUEN: Attraktiv 3-roms hjørneleilighet. Teglstein. Originale tregulv. Felles hage. Oppusset 2012. P-plass.,BOA Eiendomsmegling Oslo Vest AS
"Helgesens gate 42 C, 0553 Oslo",5 700 000 kr,90 000 kr,15 526 kr,5 805 526 kr,5 805 526 kr,Leilighet,Andel,2,62 m²,62 m²,6,1890,G - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""4d81eb6d-9e13-4d4d-8ce7-a993c73add1b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3bb3a5fb-28b8-49f3-908a-a0733f54818b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c3e4bf5b-f01c-4d2c-94d1-7d497f035f68"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""27e4210b-e6c2-4cdc-9676-117fecfbb904"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""01441374-7156-4852-904a-82d0f35cd2eb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d963ca66-2874-4be0-91e7-3b7a507e28fe"")>]",Grünerløkka: Lys og romslig 3-roms loftsleilighet. Delikate overflater og romslig terrasse. Ingen dok.avg.,Aktiv Torshov
"Sandakerveien 41, 0477 Oslo",6 990 000 kr,234 000 kr,8 032 kr,7 232 032 kr,7 232 032 kr,Leilighet,Andel,2,89 m²,89 m²,3,1940,C - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""d628b24a-953c-40db-9365-959780821e19"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""7d7b37e8-8272-44ef-9f85-243a19f98ab8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""bc15637e-92df-401d-b006-25653f9c59f6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""b6f0ad8a-7bf1-427f-9f63-f998df8a3eaf"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2152af18-1c33-49f9-bc2a-0ebc0f52a000"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fb023de7-68d8-4f2b-a02f-c83e18fa15a8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0acae1ca-82c3-44ef-b571-81a5659f86b7"")>]","Rålekker og unik fabrikkleilighet i 3. etasje med magisk vindusrekke og 3,12 m takhøyde!",Aktiv Grønland/Bjørvika
"Doktor Holms vei 4G, 0787 Oslo",19 800 000 kr,510 670 kr,20 310 670 kr,15 080 kr per år,15 080 kr per år,Enebolig,Eier (Selveier),232 m²,320 m²,1996,E - rød,769 m² (eiet),-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""caec53dc-eb2a-4711-85ff-ac273d5ae0b6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a3b8fdf2-40eb-4617-9ad1-4c2805783117"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ebb6f634-7727-43cc-969a-1c1af04e3624"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c712fa6f-db42-4646-8042-d21963166129"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""37f40485-0eda-4dd2-a6b5-7fe679d0263f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""53db689e-234f-4e0a-a54c-760c09c537d4"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""de97f601-db89-4f36-b670-34799119f940"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""381a243b-0e4c-44c8-aead-0111bb2eb14e"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ca84681c-aa27-4b50-8144-bf4782fdd4b1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""fc8e3e19-66d7-4732-8648-75acd5c33d98"")>]","Enebolig over to plan med flott utsikt, solfylt tomt og dobbelgarasje. Peis. Stort potensial",Privatmegleren Tjuvholmen
"Frydens gate 1 A, 0564 Oslo",3 650 000 kr,151 917 kr,8 662 kr,3 810 579 kr,3 810 579 kr,Leilighet,Andel,1,41 m²,41 m²,1,1948,E - lysegrønn,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2a9a1069-eb15-48c4-a312-cb3536c37e22"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2a28f9c0-b483-4c2b-a886-6f49845b5997"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""202ad32e-9452-48a9-b386-454ef5d83f65"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""2119d0d2-6d63-4d4c-a69d-74fe94cd30ac"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ccce80d0-5df0-4505-9681-7d161d7496a5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""be4e876b-391c-46ef-ad32-716092ce3548"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1db183eb-c00f-488b-8922-e37ec0cbff9f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""af5fda83-abc1-41b8-a9a8-1f4b9a85022b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""229b809e-f538-4f59-98f7-d403e9774f8b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3908efa6-482d-48bd-b5ad-2a9b87495b19"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f29d653a-c88f-4321-aada-fb16ba77a9d7"")>]",CARL BERNER: Lys og luftig 2-roms leilighet m/balkong. God takhøyde. Kjøkken fra 2015. Fyring og varmtvann inkl.,Boa Eiendomsmegling Oslo Øst
"Kløfterhagen 27 B, 1067 Oslo",4 450 000 kr,188 000 kr,8 626 kr,4 646 626 kr,4 646 626 kr,Leilighet,Andel,3,100 m²,103 m²,1,1977,F - rød,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f4a219a6-1351-4983-89f1-c5a0a8beb7cb"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""42a5f3f7-81b2-4272-ac56-1ba52224d91b"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3b61b906-9ed4-406f-a003-8caff3ee635f"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0a158c32-8fee-4280-bb2c-8168b7c742c2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""cb031ab0-f1d6-4956-8c32-fcec37b7ee09"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ca888b58-bd44-4978-a988-522b414decc7"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""ef8a0f90-fcdd-4630-a06a-7d17cf983d46"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""33e88034-9eea-45c2-90c9-bac3d6969e17"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""de1fcb03-febc-43b1-849f-efbf8f06a5b5"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""0f38fc84-9540-46e4-8a04-f73bf209d499"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""846af48f-1dea-4bb7-9188-6e3c18d2e717"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""26a1ed15-8153-4cd5-9d95-aa1b7284c307"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""95d7e31d-3db4-41cc-ac8b-d4362140c3c8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""a199843b-089f-4063-9521-675bf5d368d8"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3e3ca1e1-527e-4b96-a9ae-502284bf7e36"")>]","Lys og innbydende 4-roms med trappefri adkomst, to solrike terrasser, flott utsikt og garasje med mulighet for el-lader",-1
"Sarpsborggata 3B, 0468 Oslo",5 500 000 kr,234 467 kr,15 460 kr,5 749 927 kr,5 749 927 kr,Leilighet,Andel,2,63 m²,63 m²,4,1901,-1,"[<selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""8a5286c7-97d6-4c17-a016-b3ab351584e2"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""97a525b6-3998-4ab4-a216-25490e3c9fd6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""3efe690b-55fa-4e44-85eb-1475dde936c6"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""25f4ddee-7b4a-4984-ac70-e99e746aa0d0"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""66203712-adbb-41c5-b0b3-f23334c79d93"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""db8a3ae0-bc66-421e-9ced-9ee172334b94"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""1bfc93b5-3903-4758-9282-f0b3ae3c776d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""c7e8df98-6d7c-46f5-9800-1e413dea01ca"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""6bb5b1cc-9895-4303-8d9a-69149eb6c57d"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""f5d45891-7ac5-42ce-ac69-97f01037eff1"")>, <selenium.webdriver.remote.webelement.WebElement (session=""2785c73fb08dd35bc3eafe1e716c021c"", element=""54e466b9-6135-4aeb-959e-54151a9fed46"")>]","Bjølsen - Innholdsrik og tiltalende 3-roms med separat kjøkken, peis og solrik balkong","EIE eiendomsmegling Røa, Skøyen og Ullern"
